Comment,Label
"@etcshopp.id iya kk ngga ada, ganti boxnya yg agak besar skrg",Negatif
Kak malam ini buka gak......saya langsung ke toko ni,Negatif
@natasya.aufa_1827 buka sampe jam 9:30 ka,Netral
Brp umm,Netral
@yunithaprimawati 50rb kak,Netral
Tet @dindxsyfira,Netral
@therealar1namuthia wadohh,Netral
Yg ku mauuuu smlamnnmmm @banghasaan,Positif
cus bjb otw beli,Positif
Ready setiap hari kan ini,Positif
@sucirahmadayantii_ iy kk,Netral
@olilacakes ini yg  diamaco itu iylah  mba?,Netral
Uk brp ini,Netral
@nikawaty kamu ndak pengen keq ginian taa,Positif
Ready kan ini mba buat besok,Positif
Plisss akunnya olila kena bajakkk,Negatif
Penasaran nah jdnya,Positif
Uma leh nyamannya,Positif
Looks so good😍,Positif
"mau black series nih lah, napa napa lagi ada nang black min?",Positif
Sangat menggiurkan sekali bakmi nya😍,Positif
Wah endul banget si,Positif
Jdi penasaran bgtt🙌,Positif
"Knp yg di bjm kdda lagi yg black nii?? Ini enakk lohh serius,,,",Positif
@syarifah.ayusera bener enak banget ini..,Positif
Mau cobain donk aku... 😍,Positif
Penasaran mah rasanya nih,Positif
Enak banget nih😍,Positif
Beuh enak sih ya,Positif
Wah penasaran bgt ama bakmie nya sih,Positif
Adain lagi dong bakmi hitam nya di bjm,Positif
Wuih unik banget ya mie nya hitam 😮,Positif
Wah ini pasti beda nih,Positif
enak bgt,Positif
Keliatan enak bngt paman 🔥🔥,Positif
Wajib coba nih,Positif
Unik ini,Positif
rasanya gmn ini kak?,Netral
Yummm 😍,Positif
ENAKNYOO😍,Positif
mantaapp pasti enak😍,Positif
WAHHH PENEMUAN TERBARU😍,Positif
Aku suka aku sukaaa,Positif
Kok unik bgt sih,Positif
Kabita bgt bakmi nyaaa,Positif
Waa unik ya,Positif
Melimpah parah toppingnya ini,Positif
Unik banget warna mie nya,Positif
Bakmi nya aku mau jugaa 🤤✨,Positif
Loh apa iniii😮,Netral
@syarifah.ayusera siapp Kaa 🥰,Netral
@denisutarno12 ditunggu kedatangannya ya Kaa 😍😍,Positif
Terciduk gundul,Negatif
Nah pina nya nyaman mang,Positif
Dikira bujuran😂,Negatif
Dasar nyaman ini.. Mulai bahari,Positif
Sar nyaman mulai sebelum masehi,Positif
Terciduk dengan siapa tuh,Negatif
Apa cil ulun lagi makan .ngakak banar 🤣,Positif
@ya_muzib han nyaman klo..pabila konser lagi nih,Positif
@dhan_ceritaku umaa lah,Netral
@rizky_alitopan gas,Positif
@muhammadalfatih.zidan 😂😂,Netral
Wah lengkap banget ya bang menunya,Positif
Langsung kah,Netral
Di samping indomaret tuh kah mang?,Netral
Kuah bakmi nya juga di ciduk gk mang?,Negatif
Gassss 🔥🔥🔥,Positif
"@amang_jabiz_radja_selay lengkap banar, wajib kesini lo",Positif
@indra_mayor kuah nya enak banget,Positif
@story.banua gas min,Positif
kapan lah ini,Netral
@iki_wildasantoso bujur,Netral
Nyaman nya,Positif
brpan ka,Netral
@warga_gambut nyaman banar mang ae,Positif
@suky_dani besokk jerr insya allah,Positif
"📣 Bagi yang belum nyobain, jangan nangis kalo tetangga udah pada bilang… “Enak banget sih!”
✨ Harga ramah kantong, rasa bikin ketagihan
📍Jl. Anang Adenansi No. 12 seberang Taman Kamboja
⏰️ Buka 9 Pagi Sampai 10 Malam
⭐️ Jangan Lupa follow @yummyjoy_kamboja ada promo diskon sampai 20% ⭐️",Positif
@amang_jabiz_radja_selay ditunggy kehadirannya ya kakk 😍😍😍,Positif
@story.banua ditunggu kehadirannya kak 😍😍😍,Positif
"@iki_wildasantoso benar kak, seberang taman kamboja. Di tunggu kehadirannya 😍😍😍",Positif
Tu bams samson kh bang,Netral
Wahh pasti enak nihh 🤤🤤,Positif
@ojexlapar yang mana orang nya,Netral
@baladewa_sip pastinya dongg kakk 😍😍,Positif
@joni_amuntai 😂😂😂😂,Netral
@putrisabrina.alvin 😂😂😂,Netral
@divaelsha 😂😂😂😂,Netral
@andyputra476 😂😂😂,Netral
@ojexlapar 😂😂😂😂,Netral
"Rancak ulun makan disini , nyaman2 menu nya 🔥😍",Positif
@baladewa_sip iya dong,Netral
@zenizennn makasihh kak 😍😍😍😍,Positif
"Ma enaknya, maka kada bataha lagi menu nya banyak pilihan nya🤤",Positif
@arb.23_ asli banaran,Netral
@arb.23_ ditunggu kehadirannya kak 😍😍😍😍,Positif
Hahahaaha slaah org,Negatif
Kd kawa setumat😂,Negatif
Wah enak nih,Positif
🔥🔥🔥,Netral
manisnya food vloger kita😂,Positif
@adigercep iya nah,Netral
@skycityscape terciduk,Negatif
"Tesalah urang cil lah 🔥😂 dasar bujur nyaman punk mie nya Yummyjoy nih, wangi nya jua beuh mantap banar 😋👍",Positif
@taniasmom_kitchen makasih cee reviewnya ❤️❤️❤️,Positif
@arbie.harianto bukan orang nya😂😂,Negatif
OTW  nukar nah ulun,Positif
@chef_bangjarot ditunggu kakk ❤️❤️❤️,Positif
@chef_bangjarot gas bang,Positif
@suky_dani hahahhaha... 🤣,Netral
😂😂😂 gass,Positif
@apunk_kesana_kemari gassskannn kak 🔥🔥🔥🔥🔥,Positif
Siannya di runggut kepala urang 😂,Negatif
@apunk_kesana_kemari wadah kita biasa makan siang kak lahhh😄,Negatif
"@zenizennn asli nah, maka tempatnya nyaman lah",Positif
@depotliarajarasa salah orang😂😂,Negatif
@muhdi_bungas iya dong,Netral
@muhdi_bungas kami tunggu kehadirannya kak 😍😍😍,Positif
Inggihhh guys yummyjoy lovers 🔥🔥🔥🔥,Positif
Neeeh tecudik klo,Negatif
Fuyunghai nya suka banar ulun disini best 🔥,Positif
Banjir2 smlm ja ulun ke sini jua,Positif
Bukanya sampai jam brapa mae? Tempulu di bjm,Netral
@fendysuyanto thankyou Kak sdh mampir 🥰🤗 sehat selalu yaaaa,Positif
@okta_lwe halo kak kita buka setiap hari sampai jam 9 malam ya 🥰🥰,Positif
yg d Bjb pindah kmna lah Mae,Netral
@mayadndbjb halo kak 🤗 Insyallah awal bulan febuari buka kembali ya di depan SMA 2. Kita lagi prepare dengan menu yg lebih lengkap seperti yg di BJM. Nanti mampir yah kak 🤗🤗🤗,Positif
Pangsit viral nya enak,Positif
"Nyaman berataan masakan di sini, pasti bebulik.. ❤️",Positif
dmn alamat y,Netral
Otw gass Kaka... 🔥🔥🔥,Positif
Terfavorit 😍@yummyjoy_bjm,Positif
Nyaman nya 😍😍😍,Positif
Hanyar makan di situ kami. Langganan nini ulun dr dulu di Kol. Sugiono.,Positif
@depotliarajarasa nyamannnn kooo😍😍😍,Netral
@reyzabaihaki 🩷🩷,Netral
@henryr___ waaaa langganan kami ini. Makasi kaaa 🤗🤗🤗,Positif
@numara_spices_and_herbs 🩷🩷,Netral
@novi_miya87 alhamdulillah.. sehat terus ya kak 🥰🥰,Positif
@dhedy_dera mimin tunggu kaaa 🤗🤗,Positif
@dinamalia.a Alhamdulillah. Menu favorite yummyjoy lovers. Pangsitnya homemade bikin sendiri ka 🤗🤗,Positif
Komplek Banjar Indah Permai. Masuk komplek BELOK KIRI ka belakanh atm rattan in 🤗🤗,Positif
"@yummyjoy_bjm ok, t nyata aku sering lewat dst .. nnti k coba mmpir, tks",Positif
@sunnybanjarmasin inggih bujur banar sejak 1999 mulai dari kol.sugiono bahari nama nya Mie Ayam Bakso 88. Hayooo siapa yg langganan lama kamiiii😁😁😁,Positif
samping rattan in ya,Netral
@yummyjoy_bjm apalagi request yg pedas 🤤,Positif
🤤🤤🤤,Netral
"Bakmie yg gak ada matinya wkwk udah langganan dari toko prk bundara kelabau, disultan adam sampai ke bnjr indah 👍🏻",Positif
Bakmie goreng ayam ❤️,Positif
Langganan,Positif
Rancak mesan d gojek kwetiau pangsit viral nyaman banar 🤤 hanyar tahu di situ tempat nya 😍,Positif
Buka jam brapa,Netral
Enak bgt kayaknya 😍,Positif
Ini yg dl pernah di sultan adam kan,Netral
alamat dmna,Netral
Woahhhh otw kesana😍🤤,Positif
"Asliiiii,, ketuju banar aku pesan bihun grg ayam katsu😍😍",Positif
Enak2 semua porsinya jga banyak kenyang bgttt 🤤🤤,Positif
The best banar ini 🔥🔥,Positif
Dasar nyaman pang makanannya,Positif
Sering makan disini 😍,Positif
Makanannya uenakk terus Ownernya cantikk bingits nii 😎😎😎,Positif
"Sumpah ini nyaman bnr bakmie nya, nasi goreng, bihun goreng jua kd pernah gagal, sudah langganan dari di pangeran samudra bahari sampai ke banjar indah mana porsinya banyak sumpah enak bnr",Positif
Suka sih sama semua makanan nya,Positif
"Porsi byk, hrg murah.. rasa ga kaleng-kaleng👍",Positif
Gass @julia.bakery_banjarbaru 😂,Positif
Kapan kesini lagii😍😍makin banyak menu nya @megahaliim,Positif
@hay_fus,Netral
Tekstur mie paling favorit♥️,Positif
Ayam telor asin nya paling juaraaa 😍😍😍,Positif
@mizzaya @deyra_7375 cuss an kah kita😂😂,Positif
@yashamalmera bujur2 nah 😌,Netral
Hidden🔥 @rahmawati_kbg @shofi_riz  @dhittnaa,Netral
Wiii mantapp enakk gass ah,Positif
@zico_wolfman ini,Netral
"Ini yg dulu dkt patung ikan kelabau kah..waktu kerja d mt haryono langganan mkn dsitu, trus pindah tp ga tau kmna",Netral
"Astaga hnyr thu dstu ada tmpt mkn,, biasanya lwt lgsg blok kekiri kblng rattan in mnambus kd prnh belurus mlwti tmptnya ni aq, thank U infonya😁👍",Positif
@devairu1412 gass kita,Positif
Ampun hamba,Netral
"@yummyjoy_bjm gimana, sudah buka?",Netral
@alifxgettenb iya sdh buka,Netral
@danu_spttr @shoura._ @nrul.haa ayosini,Netral
Bisa kesini Karan dekat rumah teman 5 menit sampai dari rumah teman jln kaki  enak bakmi  dan pangsit nya enak😍,Positif
@yummyjoy_bjm jam brp buka,Netral
Alamatnx di mana mae,Netral
"@ed.dy2155 jl. Banjar permai II no 6 belakang hotel Rattan In kak. Masuk komplek banjar indah, belok kiri habis itu lurus aja depotnya sebelah kiri juga 🥰🥰",Positif
Lambat penyajiannya liwar sampai kelaparan.,Negatif
Halalkaaah ?,Netral
"wah parak bnr wan studio uln, gas kesini kena ngengggg 🚗",Positif
@utarythaa ditunggu ya kak 🥰🥰,Positif
Wah baru tau ada tempat makan enak ini. Padahal dekat rumah,Positif
Ad pilihan ni kalo ad job di rattan @raneeaidhaaa @merctvia @alyaasyavirna @nadia_cahyanti,Positif
@ogenk_san parak rumah ente kh ini bray?,Positif
Bisa COD lah,Positif
Coba pang share tempatnya d mana,Positif
"@maawiah06 DEPOT BUKA SETIAP HARI jam 9 pagi - 8 malam ya kakak 🥰
📍Jl. Banjar permai II no 6 belakang Hotel Rattan In. Banjarmasin (masuk komplek belok KIRI !! )",Negatif
Tabalik rangsang bujur dapatnya,Positif
Kesukaan saya dan keluarga ini ka,Positif
Aaaiiii😂😂😂😂 makan mba fey timbul bisa bahasa inggris marina ih,Positif
@makananenakbanjar asle hanyar sadar nah 😆🤣,Positif
@amang_jabiz_radja_selay sama dong 🙌😍,Positif
@evan_hanif_ Hiihihihiii,Netral
@sobatbantas wah beneran sama nih ka mantap bnr kaka nih 🔥🔥🔥,Positif
jadwalnya kapan,Netral
jamur brp,Netral
Fav ini,Positif
@mungkalrasa 🤤🤤🤤,Netral
@abangmakan_ 🔥🔥🔥,Netral
nah iya lo 😍,Netral
Uda pernah🙌,Netral
Gass,Positif
makan di situ extra sambal nya,Positif
Jadi pengen nyoba 😍,Positif
Nyaman banarrrr,Positif
Buka kapan z ini....,Netral
Ayam lalapan brp,Netral
Kayaknya enak banget ya,Positif
@dani.cherybanjarmasin,Netral
Selera lah. Tpi ulun kd ktuju,Negatif
Happy anniversary 8th @warungmbafey kesayangan. Sukses selalu dan jaya 🔥😍.,Positif
"Happy anniversary yang ke 8tahun buat @warungmbafey , semoga semakin dikenal banyak orang, dan selalu tambah cabang baru , 😍😍🔥🔥",Positif
"Happy anniversary 8th , semoga nambah cabang lg ka 😂 biar nambah lg karyawan cowok nya hahaha",Positif
Sukses selalu @warungmbafey ❤️,Positif
Happy Anniversary @warungmbafey 😍😍😍,Positif
Happy anniversary @warungmbafey berkah jaya selalu usahanya makin menyala 😍😍🔥🔥,Positif
"Happy anniversary @warungmbafey  kada terasa sudah 8 tahun🔥mudahan usaha nya lancar, nambah cabang lagi, sukses selalu🔥❤️",Positif
"Happy anniversary ke 8 tahun @warungmbafey , semoga makin bertambah tahun makin jaya usahanya , maju terus kd bemunduran pokoknya 👍👍 next 2025 buka cabang BJB @warungmbafey nya 🔥🔥aamiin",Positif
Happy anniversary @warungmbafey semoga laris manis usahanya berkembang lg cabangnya d mna2....,Positif
Masyallah ayam jamur langganan ulun 🤤,Positif
"Happy anniversary @warungmbafey yang ke 8 tahun 🥳 semoga usahanya tambah lancar, banyak cabangnya, menunya tambah banyak lebih update, berkah, dan semakin dikenal banyak orang sampai keluar negeri 🫢😍 serta lebih banyak cabangnya tidak hanya di Kalimantan Selatan tetapi juga di daerah Jabodetabek seperti contohnya yaitu jakarta sukses terus untuk owner dan karyawan nya yaa jaga kesehatan tetap melayani dengan sepenuh hati 😍",Positif
"Selamat 8th 😍🔥 @warungmbafey , dilancarkan dan sukses trs usahanya , semakin berkembang . makin banyak cabang @warungmbafey diseluruh dunia 😇 aamiin  jayaa jayaa jayaa 🔥 😂 @warungmbafey @fershafefey",Positif
Barakallah fii umrik.. Selamat milad ke 8 th utk @warungmbafey,Positif
😍😍😍kada kerasa sudah 8th brti langganan di mbafey dr zaman online sampai wahini mehaga dicempaka😂😂😂semoga makin berkah dan sukses buat lapangan kerja buat orang lain termasuk pahala...semoga tahun2 berikutnya akan ada menu2 baru lagi yg pastinya rasanya GEBYAR MENYALA❤️❤️❤️ tetap jaga kualitas makanannya dan lanjutkan promo2ny😂😂😂makan d @warungmbafey tu kaya makan drmah suasanany kd supan hndk betambah....sukses selalu lah usaha buat momi dan popi anum mika,Positif
"Happy anniversay 8th 🔥@warungmbafey semoga makin berkah usahanya🥰 selalu laris, makin jaya, lancar usahanya😍semoga kedepanya bisa tambah bnyk cabang @warungmbafey nya dan dipermudahan segala usaha nya 🫶🏻☺️ Aamiin ya Allah😇",Positif
Congrats and happy anniversary!!💗🥂,Positif
Pokoknya harus sukses! pokoknya harus berkah! pokoknya harus buka cabang di Banjarbaru!! 😍 biar gak jauh2 lagi untuk makan di @warungmbafey . HAPPY ANNIVERSARY yang ke 8 Tahun @warungmbafey 🔥👏🐔🥰,Positif
"Wahhh Happy anniversary 8 tahun , masya Allah , sukses selalu , menu ayam dan jamur andalan sejak dulu , semoga makin nambah cabang nya , makin solid juga team mba fey 😍😍🔥🔥❤️❤️❤️",Positif
"Happy anniversary warung mba Fey ❤️@warungmbafey suka beli disini dari online dlu ,pesan gojek suka juga 😍. Tp sekarang ada cabang nya dekat rumah di cempaka rayaa yeee ,pkok nya doa nya semoga sukses selalu makin solid dan makanan nya enak enak semua apalagi sambal nya best deh 🤤. Sekali lagi happy anniversary buat warung @warungmbafey sukses selalu dan semakin banyak cabang lagiiiii❤️❤️❤️❤️",Positif
semogaa cabangnya bisa di seluruh pulau di indonesia bahkan luar negeri karena rasanya besttt bgtt🔥😍,Positif
"Happy anniversary 8thun, moga tambah sukses tambah jaya lancar selalu usaha nya dan tambah cabang dmna2 aminn",Positif
"Masyaallah Tabarakallah, Happy Anniversary @warungmbafey Semoga Berkah Usahanya Laris Manis, dan selalu tambah cabang baru lagi❤️",Positif
Sukses selalu @warungmbafey ..semoga makin banyak cabang nya terutama Banjarbaru 😍😍😍😍karna di @warungmbafey semua menu makanan nya enak semuaaa😍😍🔥🔥..ga ada yg mengecewakan wajib coba gaes😍😍,Positif
Selamat buat @warungmbafey  sukses selalu 👏👏,Positif
"Happy Anniversary @warungmbafey Semoga sukses selalu,Tambah rezekinya tambah cabangnya sehingga membuka Lapangan pekerjaan buat Teman2 yg blm Mendapatkan pekerjaan❤️
Sukses Dunia akhirat🫶🏻🫶🏻",Positif
Happy Anniv 8 thn Semoga Tambah menyala 🔥🔥🔥🔥 sukses tambah jaya selalu  @warungmbafey  Berkah berkah berkah Allahuma Aamiin,Positif
Menyala @warungmbafey . Langganan mimin. Sesukaahhh ituu🔥,Positif
"happy anniversary @warungmbafey yg ke 8 tahun 🔥
Tua-tua keladi
makin tua makin menjadi-jadi! 
makin laris makin gede omzeeetttnya 🎉",Positif
"Tak menyangka udah 8 tahun @warungmbafey Alhamdulilah puji syukur...smoga warung nya semakin terus berjaya,rejeki nya sllu mengalir,banjir orderan,dan bakalan menghadirkan menu yg lebh banyak lagi biar semakin nyoss,mantappp dan nampolll dengan citra yg LUAR BIASA...SeMangattt dan sllu menyala @warungmbafey selalu di HaTI❤️❤️❤️❤️❤️❤️",Positif
"MasyaAllah Tabarakallah happy anniversary 8tahun warung terfavorit @warungmbafey , Alhamdulillah sdh 8 tahun juaa aku nukar tarus disini semoga tambah  berkah , semoga tambah cabang dr bjm bjb mtp seluruh Kalsel sampai seluruh Indonesia Aamin aminnn 🙌 , biar orang tau rasanya sambel nya @warungmbafey yg mantul 😍  semoga mengeluarkan menu menuu baru yg lebih banyak yg nampol nampol . Warung Ter favorit sudah rasanya mantap semua . Semoga tambah berkah berkah Aaminn😍 jaya selalu @warungmbafey",Positif
"Barakallah.. bertahan yaa.. moga makin banyak cabangnya biar menjangkau pelanggan lebih dekat & selalu terjaga kwalitasnya. Susah cari menu yg ada jamurnya di bjm ini, suka sekali jamur. dari dulu nyamperin beli di rumah, skrg dah punya cabang tetap yg dicari gak pas lg kelaperan, lg gak tau mau makan apa yg penting pedes, atau bener2 lg kangen.. nasi mix ayam jamur jadi list nomor wahiiiid @warungmbafey 🤣 meski lbh sering pesen di ojol😆 semoga ada menu baru lagi dgn aneka jamur yaa.. 🤲🏼",Positif
Happy anniversary 8th @warungmbafey 👏🎉🥳 semoga sukses selalu dan semakin banyak pelanggan nya semoga laris manis selalu,Positif
"happy anniversary🥰🥰 langganan nukar tiap hari dr masih d rmh sampe sdh be warung,, he sukses selalu",Positif
"ayoo buka cabang di ulin mae , biar kalo mau makan lalapan mbafey tidak jauh😢",Positif
Happy Anniversary 8th @warungmbafey ayam paling best menurut aku apalagi sambel sama jamur nya favorit anak-anak aku kalau makan disini 😍 makin jaya makin sukses ya usahanya semoga  berkah selalu tambah cabang lagi tambah menu baru lagi👏,Positif
Sukses selalu ayam jamurmya mbak @fershafefey dan mas @reyzabaihaki,Positif
JAMUR nya emang enak 🫠,Positif
Happy annyversary 8th @warungmbafey. Tambah sukses amin😍,Positif
Happy anniversary 8th warung mbak fey kesukaan aku bgt sih lalapan dgn topping terkomplit hanya di @warungmbafey .Semoga jaya terus makin laris manis. Ditunggu anniv ke 9-10-11 smpai seterusnya 🫶🏼,Positif
@mungkalrasa Jamur apa ni mang?,Netral
Bismillah semoga dpt rezeki dari 🤗@warungmbafey MasyaAllah sudah 8th Happy Anniversary nya @warungmbafey ini makanan fav aku sekeluarga 😭 mulai waktu bujangan smpai sdh punya anak order nya selalu disini MasyaAllah pokoknya ini warung Best kami semua nya weanak2 🤤😍,Positif
"Happy Anniversary @warungmbafey jaya selalu, semoga cabangnya makin banyak yaaa Aamiin",Positif
"MasyaAllah Tabarakallah Barakallah fii umrik WarungMbaFey 🎉🥰 8 tahun bukan waktu yg sebentar dalam sebuah usaha ,apalagi bisa berjalan hingga sekarang pastinya tidak usah diragukan lagi ini salah satu tempat makan yg paling recommend,sukses selalu owner dan crew WarungMbaFey 🔥🔥🔥",Positif
"woowwww sudah 8 tahun @warungmbafey hadiirr di banjarmasin dan sudah ada 3 outlet yang berdiriii jadi sudah tau kan betapa banyak penggemar ayam jamur lemes fenomenal inihh🙂‍↔️‼️ doa nya semoga @warungmbafey selalu laris manisss , dan selalu menjadii warung makan kebanggan banjarmasin aamiin yarrab🤲🏻",Positif
"Happy birthday WarungMbaFey,happy birthday WarungMbaFey, Happy birthday, Happy birthday,happy birthday WarungMbaFey 🎂🎂🎂 selamat ulang tahun @warungmbafey yg ke 8 tahun semoga owner dan crew selalu diberi kesehatan,di lancarkan selalu rezeki dan pastinya usahanya Amin ya rabbal Allamin ❤️😍",Positif
Happy anniversary @warungmbafey masya allah akhirnyaa udah 8 thn🔥 semoga semakin sukses semakin menyalaa🔥🔥🔥 makin laris manis dan bisa buka cabang ke seluruh indonesia🙌,Positif
"Alhamdulillah, di perayaan 8 tahun ayamjamurmbafey, semoga selalu laris manis, staff owner dan pelanggan selalu diberikan kesehatan sehingga mampu bertemu diperayaan perayaan berikutnya, tidak mudah bertahan samapi posisii ini pastinya di era banyak sekali makanan makanan yg hits, tapi ayam jamur seperti punya ciri khas nya yang membuat pelanggan setia, semoga makin dikenal dan makin banyak cabangnya dan rasanya konsisten terus, aamiin🙌❤️🔥",Positif
MasyaAllah ta barakallah happy anniv ke 8 tahun warung mba feyy semoga semakin sukses laris manis semakin banyak cabang nyaaa aamiin aamiin ya rabbal allamiin 🤲🤲🤲❤️,Positif
"Makanan rumahan sederhana dengan ciri khas sambel yg enak nikmat luar biasa, lalapan dan jamur krispi ter enak menurut saya 😍 sukses dan jaya selalu buat @warungmbafey 🫶 berkah selalu untuk usahanya mae @fershafefey @makananenakbanjar",Positif
Happy anniversary 8th @warungmbafey 👏🎉 AYAM 🐔 JAMUR nya enak terus jadi juara dihati para pelanggannya ya semoag tambah banyak cabangnya amin 🤲🥰,Positif
"masyaAllah 8 tahun sdah usahanya , semoga usahanya bertambah lagi cabang2nya dimn2 seluruh indo sukses selalu @warungmbafey",Positif
Smoga makin jayaa makin sukses dan bs buka cabang dmana2 🔥🔥 🙌 menyala ayam jamuur mba feey tidak ada duanya apalagi tiga nya😂😂😂,Positif
Selamat anniv k-8 @warungmbafey . Semoga sukses terus usaha nya. Secepatnya kutunggu cabang D banjarbaru,Positif
"Wahh ud 8 tahun..selama 8 tahun jua setia sama menu @warungmbafey ..seiring perkembangangan zaman walau bnyak inovasi dri @warungmbafey ..tapi rasa mereka tetap juara tak pernah berubah dan selalu konsisten,walau makan di beda cabang rasa tetap sama smua cabangnya🥰..dari yg awalny menu favorit ber2 suami sampai skrng  nambah Aq sama Dede jd ber4 tetap setia jadi Favorit kami sekeluarga🥰🥰semoga semakin lancar usahanya dan semakin banyak cabangny🤲🏻🥰🎂🎂🤍🤍",Positif
"Piiiii anniv yg ke 8 gasan warung favoritkuuuu🥳 8 tahun yg tidack mudah pastinyaa tapi tetap bertahan karna memang seenak itu semua makanannya, kalo bingung lwn paksu mau makan apa pasti bukahnya ke @warungmbafey 😍 makasih sudah hadir dbanjar😍😍😍 Happy Anniv sekali lagi lagi🥳",Positif
"waahh warungmbafey udh 8th ajaa brrti 8th yg llu jg aku slesai skripsian krn inget bngt dlu order jamur lemes mba fey pas mrka awl buka , skrg udh ada 2 cabang smoga mkin bnyk maee cabangnyaa 😍😍",Positif
"Barakallah @warungmbafey yg ke 8 tahun... Semoga semakin berkah, semakin laris manis, buka banyak cabang dimana-mana 😍 semoga next buka cabang di kayutangi jugaa.. Sukses selalu ❤️❤️❤️",Positif
"Happy anniversary ke 8 @warungmbafey  semoga tambah sukses usaha nya makin banyak cabangnya,dan semakin banyak menu menu terbaru,",Positif
"Alhamdulillah , sukses selalu 🥰🥳",Positif
MasyaAllah Tabarakallah 🎉 Selamat 8 tahun untuk usahanya @warungmbafey semakin maju dan besar ya usahanya 🥰,Positif
Selamat untuk 8 tahun nya @warungmbafey semoga panjang umur untuk jualan nya laris manis sampai memiliki banyak banar cabang amin ya rabbal alamin,Positif
"Happy anniversary k 8 thn @warungmbafey ,,semoga makin jaya dan tambah berkah terus usahanya laris manis jualannya tiap hari....amiiiinnnnnnnn",Positif
happy anniv @warungmbafey,Positif
happy anniv @warungmbafey ...tambah maju lagi usahanya...laris manis tanjung kimpul...jualannya habis trs duitx terkumpul😂😂...🔥🔥🔥🔥,Positif
"Sukses selau @warungmbafey , smoga tmbah banyak cabang dimana2 ,smoga berkah terus ,lancar terus rezeki ,,smoga tambah banyak pelanggan...makin sukses untuk semua nya....makin dikenal banyak orang happy annyversary🥳🥳🥳🥳🥳",Positif
"MasyaAllah Alhmdulillah Happy Anniversary yang ke 8 tahun @warungmbafey  Doa yg terbaik buat Owner dan seluruh Crew ,sehat selalu dilancarkan semuanya ,banyak cabang dimana2 aminn ,Sukses teruss 🤲🥳🥳🎊🎊",Positif
"Assalamualaikum ,Bismillahirrahmanirrahim Allahumma sholli’ala sayyidina Muhammad wa alaa ali sayyidina Muhammad ❤️
MasyaAllah tabarakAllah alhamdulilah warung mba fey berulang tahun yang ke delapan . Happy anniversary yg ke8 tahun ya ❤️ Mari kita berdoa semoga di usia yg ke8 tahun ini semakin sukses, panjang umurnya, usahanya laris manis , selalu berkembang, bertambah maju pesat. Selalu jaya kedepannya, Selalu kreatif dan inovatif sehingga mengeluarkan menu menu terbaru yang enak sehingga membuat lidah customer bergoyang saat memakan. Semoga kedepannya bisa buka cabang di seluruh kota wilayah provinsi kalimantan selatan sehingga memudahkan untuk para penggemar warung mba fey yang di luar wilayah banjarmasin untuk membelinya , semoga Customer nya selalu bertambah banyak. Dan untuk orang orang di balik warung mba fey owner dan team nya sekeluarga tentunya semoga selalu di berikan allah kesehatan selalu semangat tentunya sehingga bisa selalu memanjakan lidah para pelanggan, keberkahan menjalankan usaha jualan ini , rejeki yang terus mengalir seperti air , semoga segala hal yang di harapkan di kabulkan allah , semoga selalu dalam lindungan allah di rahmati allah, selalu diberi kesabaran dalam berjualan, dan yang terakhir semoga bisa naik haji semua nya ❤️ 
Aamiin ya allah ya rabbal alaamiin . ❤️ @warungmbafey",Positif
Selamat ulang tahun 🥳 happy birthday ke 8 tahun ayam 🐔 terenak semoga owner dan seluruh tim selalu diberikan kelancaran rejeki dan sehat selalu untuk bisa mengembangkan usahanya jadi semakin laris,Positif
Happy anniversary 8th @warungmbafey 👏🎉🥳🍰🌹 Ulun mendoakan yang terbaik untuk usahanya semua harapan terbaik. Semoga kalian mendapatkan semua kesuksesan dan kebahagiaan dalam hidup,Positif
"Masya Allah happy anniversary 🥰 🥳 senang sekali semoga owner dan seluruh karyawan selalu diberikan kesehatan, kelancaran rejeki, dan kebahagiaan dunia akhirat beserta iman usahanya semakin berkah dan laris",Positif
"Alhamdullillah udh bisa bertahan 8 tahun sampai dah punya cabangg, semoga bisa tambah cabangg lagii.. makanan yg selalu diingat kalo udh ga tau mau makan apaa, 🔥🔥🥰",Positif
Menyalaa 🔥🎉 ayam jamur mba fey mkin sukseees dan tetap berjaya dan tentu nya bakal ad aniv utk tahun2 selanjutnyaa 🎉🥰,Positif
Happy anniversary 8th @warungmbafey mudahan sukses selalu dan jaya,Positif
"Semoga usahanya selalu dilancarkan, dijaga dan diberkahi Allah Subhanahu Wa Ta'ala, sukses terus buat owner & crew @warungmbafey 🎉✨
.
Semoga dengan usahanya yg berjalan lancar bisa menebar kebahagiaan & menjadi ladang rezeki untuk banyak orang... Aamiin allahumma aamiin 🤍🤍🤍",Positif
Happy anniversary yg ke-8 tahun semoga semakin sukses semakin banyak cabangnya sampai keluarkota🎉 @warungmbafey,Positif
"MasyaAllah 😍 tak terasa sudah 8 tahun aja. Langganan bgt order via ojek sih hihi, first time lgsg makan ke tempat memang suasananya homey bgt, pelayanan juga cepat dan semua stafnya ramah² bgt. Favorit sih ayam jamur mozanya 🤤🤤 tapi semenjak ada menu baru lalapan ayam jadi gak bisa milih alias kalap 😆🤣. Cuman disini lalapannya lengkap ada daun singkongnya. Pokoknya ingat ayam moza ingatnya @warungmbafey . Sukses selalu @warungmbafey makinn jaya jaya jaya. Selamat juga atas cabang ke 2 nya 😍 semoga makin banyak cabangnya aamiin. Siapatau nanti buka dibarabai hihi",Positif
